row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,city,state,region,product_id,category,sub_category,sales
780,CA-2016-144267,8/21/2016 0:00,8/23/2016 0:00,First Class,NZ-18565,Nick Zandusky,Home Office,San Francisco,California,West,OFF-PA-10001947,Office Supplies,Paper,23.92
781,CA-2016-144267,8/21/2016 0:00,8/23/2016 0:00,First Class,NZ-18565,Nick Zandusky,Home Office,San Francisco,California,West,OFF-PA-10003657,Office Supplies,Paper,4.28
782,US-2016-157014,3/10/2016 0:00,6/10/2016 0:00,Second Class,BM-11785,Bryan Mills,Consumer,Columbus,Ohio,East,OFF-BI-10001098,Office Supplies,Binders,32.07
783,US-2016-157014,3/10/2016 0:00,6/10/2016 0:00,Second Class,BM-11785,Bryan Mills,Consumer,Columbus,Ohio,East,TEC-AC-10002167,Technology,Accessories,24
784,US-2016-157014,3/10/2016 0:00,6/10/2016 0:00,Second Class,BM-11785,Bryan Mills,Consumer,Columbus,Ohio,East,FUR-BO-10004409,Furniture,Bookcases,35.49
785,US-2016-157014,3/10/2016 0:00,6/10/2016 0:00,Second Class,BM-11785,Bryan Mills,Consumer,Columbus,Ohio,East,TEC-AC-10000057,Technology,Accessories,47.984
786,CA-2016-154921,5/23/2016 0:00,5/28/2016 0:00,Standard Class,EA-14035,Erin Ashbrook,Corporate,Columbia,South Carolina,South,OFF-EN-10000056,Office Supplies,Envelopes,186.69
787,CA-2018-129567,3/17/2018 0:00,3/21/2018 0:00,Second Class,CL-12565,Clay Ludtke,Consumer,Lancaster,California,West,OFF-BI-10000014,Office Supplies,Binders,17.456
788,CA-2016-154620,12/12/2016 0:00,12/16/2016 0:00,Standard Class,LT-17110,Liz Thompson,Consumer,Lancaster,California,West,FUR-CH-10004675,Furniture,Chairs,348.928
789,CA-2016-115938,6/26/2016 0:00,6/30/2016 0:00,Standard Class,SA-20830,Sue Ann Reed,Consumer,Richmond,Virginia,South,OFF-BI-10001543,Office Supplies,Binders,143.96
790,CA-2016-115938,6/26/2016 0:00,6/30/2016 0:00,Standard Class,SA-20830,Sue Ann Reed,Consumer,Richmond,Virginia,South,OFF-ST-10001321,Office Supplies,Storage,15.42
791,CA-2016-115938,6/26/2016 0:00,6/30/2016 0:00,Standard Class,SA-20830,Sue Ann Reed,Consumer,Richmond,Virginia,South,OFF-BI-10001132,Office Supplies,Binders,43.04
792,CA-2016-115938,6/26/2016 0:00,6/30/2016 0:00,Standard Class,SA-20830,Sue Ann Reed,Consumer,Richmond,Virginia,South,FUR-CH-10003199,Furniture,Chairs,332.94
793,CA-2017-105256,5/20/2017 0:00,5/20/2017 0:00,Same Day,JK-15730,Joe Kamberova,Consumer,Asheville,North Carolina,South,TEC-PH-10001530,Technology,Phones,1363.96
794,CA-2015-156433,9/20/2015 0:00,9/26/2015 0:00,Standard Class,ES-14020,Erica Smith,Consumer,San Francisco,California,West,OFF-LA-10001569,Office Supplies,Labels,9.96
795,CA-2015-156433,9/20/2015 0:00,9/26/2015 0:00,Standard Class,ES-14020,Erica Smith,Consumer,San Francisco,California,West,OFF-PA-10003724,Office Supplies,Paper,21.72
796,CA-2018-151428,9/21/2018 0:00,9/26/2018 0:00,Standard Class,RH-19495,Rick Hansen,Consumer,Rochester,Minnesota,Central,OFF-BI-10000546,Office Supplies,Binders,20.16
797,CA-2016-124653,12/24/2016 0:00,12/26/2016 0:00,First Class,DB-13120,David Bremer,Corporate,Rochester,New York,East,OFF-PA-10000176,Office Supplies,Paper,132.79
798,CA-2016-124653,12/24/2016 0:00,12/26/2016 0:00,First Class,DB-13120,David Bremer,Corporate,Rochester,New York,East,OFF-PA-10002365,Office Supplies,Paper,12.96
799,CA-2016-124653,12/24/2016 0:00,12/26/2016 0:00,First Class,DB-13120,David Bremer,Corporate,Rochester,New York,East,OFF-LA-10002271,Office Supplies,Labels,21.56
800,CA-2016-101910,11/27/2016 0:00,3/12/2016 0:00,Standard Class,CD-11920,Carlos Daly,Consumer,Lake Elsinore,California,West,FUR-CH-10002647,Furniture,Chairs,283.92
801,CA-2018-105809,2/20/2018 0:00,2/23/2018 0:00,First Class,HW-14935,Helen Wasserman,Corporate,San Diego,California,West,FUR-FU-10004090,Furniture,Furnishings,22.23
802,CA-2018-105809,2/20/2018 0:00,2/23/2018 0:00,First Class,HW-14935,Helen Wasserman,Corporate,San Diego,California,West,TEC-PH-10001580,Technology,Phones,215.968
803,CA-2017-136133,8/18/2017 0:00,8/23/2017 0:00,Second Class,HW-14935,Helen Wasserman,Corporate,New York City,New York,East,OFF-AP-10000576,Office Supplies,Appliances,355.32
804,CA-2017-115504,12/3/2017 0:00,3/17/2017 0:00,Standard Class,MC-18130,Mike Caudle,Corporate,Monroe,Louisiana,South,OFF-PA-10003953,Office Supplies,Paper,12.96
805,CA-2018-135783,4/22/2018 0:00,4/24/2018 0:00,First Class,GM-14440,Gary McGarr,Consumer,San Francisco,California,West,FUR-FU-10000794,Furniture,Furnishings,18.28
806,CA-2015-134313,1/11/2015 0:00,7/11/2015 0:00,Standard Class,RA-19915,Russell Applegate,Consumer,Denver,Colorado,West,OFF-AR-10001897,Office Supplies,Art,43.176
807,CA-2015-134313,1/11/2015 0:00,7/11/2015 0:00,Standard Class,RA-19915,Russell Applegate,Consumer,Denver,Colorado,West,TEC-PH-10001795,Technology,Phones,1983.968
808,CA-2016-140921,3/2/2016 0:00,5/2/2016 0:00,First Class,AA-10375,Allen Armold,Consumer,Omaha,Nebraska,Central,FUR-FU-10003347,Furniture,Furnishings,28.4
809,CA-2016-140921,3/2/2016 0:00,5/2/2016 0:00,First Class,AA-10375,Allen Armold,Consumer,Omaha,Nebraska,Central,TEC-AC-10004901,Technology,Accessories,149.97
810,CA-2015-151995,10/13/2015 0:00,10/15/2015 0:00,First Class,ZC-21910,Zuschuss Carroll,Consumer,Edmonds,Washington,West,OFF-AR-10003190,Office Supplies,Art,11.52
811,CA-2015-151995,10/13/2015 0:00,10/15/2015 0:00,First Class,ZC-21910,Zuschuss Carroll,Consumer,Edmonds,Washington,West,FUR-TA-10002903,Furniture,Tables,1298.55
812,CA-2015-151995,10/13/2015 0:00,10/15/2015 0:00,First Class,ZC-21910,Zuschuss Carroll,Consumer,Edmonds,Washington,West,OFF-AP-10000240,Office Supplies,Appliances,213.92
813,CA-2015-151995,10/13/2015 0:00,10/15/2015 0:00,First Class,ZC-21910,Zuschuss Carroll,Consumer,Edmonds,Washington,West,TEC-AC-10001101,Technology,Accessories,25.78
814,CA-2018-143686,5/14/2018 0:00,5/14/2018 0:00,Same Day,PJ-19015,Pauline Johnson,Consumer,Santa Ana,California,West,FUR-FU-10000794,Furniture,Furnishings,18.28
815,CA-2018-143686,5/14/2018 0:00,5/14/2018 0:00,Same Day,PJ-19015,Pauline Johnson,Consumer,Santa Ana,California,West,TEC-AC-10001838,Technology,Accessories,1399.93
816,CA-2016-106565,3/20/2016 0:00,3/23/2016 0:00,First Class,BW-11110,Bart Watters,Corporate,Milwaukee,Wisconsin,Central,OFF-PA-10000061,Office Supplies,Paper,51.84
817,CA-2017-149370,9/15/2017 0:00,9/19/2017 0:00,Standard Class,DB-13210,Dean Braden,Consumer,Philadelphia,Pennsylvania,East,OFF-PA-10003651,Office Supplies,Paper,5.344
818,CA-2015-140858,6/28/2015 0:00,2/7/2015 0:00,Standard Class,CA-12775,Cynthia Arntzen,Consumer,Philadelphia,Pennsylvania,East,OFF-PA-10000304,Office Supplies,Paper,41.472
819,CA-2015-140858,6/28/2015 0:00,2/7/2015 0:00,Standard Class,CA-12775,Cynthia Arntzen,Consumer,Philadelphia,Pennsylvania,East,OFF-BI-10003094,Office Supplies,Binders,3.168
820,CA-2015-140858,6/28/2015 0:00,2/7/2015 0:00,Standard Class,CA-12775,Cynthia Arntzen,Consumer,Philadelphia,Pennsylvania,East,FUR-CH-10001394,Furniture,Chairs,1228.465
821,CA-2015-140858,6/28/2015 0:00,2/7/2015 0:00,Standard Class,CA-12775,Cynthia Arntzen,Consumer,Philadelphia,Pennsylvania,East,OFF-BI-10004230,Office Supplies,Binders,31.086
822,CA-2015-140858,6/28/2015 0:00,2/7/2015 0:00,Standard Class,CA-12775,Cynthia Arntzen,Consumer,Philadelphia,Pennsylvania,East,OFF-PA-10003395,Office Supplies,Paper,335.52
823,CA-2018-101434,6/20/2018 0:00,6/27/2018 0:00,Standard Class,TR-21325,Toby Ritter,Consumer,Belleville,New Jersey,East,TEC-AC-10002402,Technology,Accessories,239.97
824,CA-2018-101434,6/20/2018 0:00,6/27/2018 0:00,Standard Class,TR-21325,Toby Ritter,Consumer,Belleville,New Jersey,East,OFF-LA-10003223,Office Supplies,Labels,9.82
825,US-2015-102071,9/5/2015 0:00,5/15/2015 0:00,Standard Class,PG-18820,Patrick Gardner,Consumer,San Francisco,California,West,TEC-AC-10003441,Technology,Accessories,67.8
826,US-2015-102071,9/5/2015 0:00,5/15/2015 0:00,Standard Class,PG-18820,Patrick Gardner,Consumer,San Francisco,California,West,TEC-AC-10000109,Technology,Accessories,167.97
827,CA-2018-126956,8/21/2018 0:00,8/28/2018 0:00,Standard Class,GT-14710,Greg Tran,Consumer,Lakeville,Minnesota,Central,OFF-FA-10002280,Office Supplies,Fasteners,35
828,CA-2018-126956,8/21/2018 0:00,8/28/2018 0:00,Standard Class,GT-14710,Greg Tran,Consumer,Lakeville,Minnesota,Central,OFF-SU-10000381,Office Supplies,Supplies,37.24
829,CA-2018-126956,8/21/2018 0:00,8/28/2018 0:00,Standard Class,GT-14710,Greg Tran,Consumer,Lakeville,Minnesota,Central,OFF-EN-10004459,Office Supplies,Envelopes,15.28
830,CA-2018-129462,6/16/2018 0:00,6/21/2018 0:00,Second Class,JE-15745,Joel Eaton,Consumer,Florence,Kentucky,South,FUR-CH-10000665,Furniture,Chairs,301.96
831,CA-2018-129462,6/16/2018 0:00,6/21/2018 0:00,Second Class,JE-15745,Joel Eaton,Consumer,Florence,Kentucky,South,OFF-AP-10003884,Office Supplies,Appliances,180.66
832,CA-2018-129462,6/16/2018 0:00,6/21/2018 0:00,Second Class,JE-15745,Joel Eaton,Consumer,Florence,Kentucky,South,TEC-PH-10001557,Technology,Phones,191.98
833,CA-2018-129462,6/16/2018 0:00,6/21/2018 0:00,Second Class,JE-15745,Joel Eaton,Consumer,Florence,Kentucky,South,TEC-PH-10002085,Technology,Phones,65.99
834,CA-2017-165316,7/23/2017 0:00,7/27/2017 0:00,Standard Class,JB-15400,Jennifer Braxton,Corporate,Tampa,Florida,South,OFF-AR-10002956,Office Supplies,Art,35.216
835,CA-2017-165316,7/23/2017 0:00,7/27/2017 0:00,Standard Class,JB-15400,Jennifer Braxton,Corporate,Tampa,Florida,South,OFF-AP-10003266,Office Supplies,Appliances,23.696
836,CA-2017-165316,7/23/2017 0:00,7/27/2017 0:00,Standard Class,JB-15400,Jennifer Braxton,Corporate,Tampa,Florida,South,TEC-MA-10004002,Technology,Machines,265.475
837,US-2015-115987,8/9/2015 0:00,9/13/2015 0:00,Second Class,LH-17020,Lisa Hazard,Consumer,Tyler,Texas,Central,OFF-BI-10001071,Office Supplies,Binders,51.184
838,US-2018-156083,4/11/2018 0:00,11/11/2018 0:00,Standard Class,JL-15175,James Lanier,Home Office,Columbia,Tennessee,South,OFF-PA-10001560,Office Supplies,Paper,9.664
839,US-2017-137547,7/3/2017 0:00,12/3/2017 0:00,Standard Class,EB-13705,Ed Braxton,Corporate,Fort Worth,Texas,Central,TEC-PH-10002365,Technology,Phones,21.072
840,CA-2016-100454,11/20/2016 0:00,11/25/2016 0:00,Standard Class,BM-11650,Brian Moss,Corporate,New York City,New York,East,OFF-AR-10004648,Office Supplies,Art,60.45
841,CA-2016-100454,11/20/2016 0:00,11/25/2016 0:00,Standard Class,BM-11650,Brian Moss,Corporate,New York City,New York,East,OFF-AR-10002578,Office Supplies,Art,11.52
842,CA-2016-100454,11/20/2016 0:00,11/25/2016 0:00,Standard Class,BM-11650,Brian Moss,Corporate,New York City,New York,East,FUR-BO-10001519,Furniture,Bookcases,186.048
843,CA-2017-161669,7/11/2017 0:00,9/11/2017 0:00,First Class,EM-14095,Eudokia Martin,Corporate,Los Angeles,California,West,OFF-BI-10001294,Office Supplies,Binders,37.44
844,CA-2017-161669,7/11/2017 0:00,9/11/2017 0:00,First Class,EM-14095,Eudokia Martin,Corporate,Los Angeles,California,West,OFF-BI-10001636,Office Supplies,Binders,26.976
845,CA-2017-161669,7/11/2017 0:00,9/11/2017 0:00,First Class,EM-14095,Eudokia Martin,Corporate,Los Angeles,California,West,OFF-SU-10002503,Office Supplies,Supplies,11.36
846,CA-2017-161669,7/11/2017 0:00,9/11/2017 0:00,First Class,EM-14095,Eudokia Martin,Corporate,Los Angeles,California,West,OFF-LA-10004093,Office Supplies,Labels,14.62
847,CA-2016-114300,10/13/2016 0:00,10/17/2016 0:00,Standard Class,AF-10885,Art Foster,Consumer,Louisville,Kentucky,South,TEC-PH-10001552,Technology,Phones,83.72
848,CA-2016-114300,10/13/2016 0:00,10/17/2016 0:00,Standard Class,AF-10885,Art Foster,Consumer,Louisville,Kentucky,South,FUR-CH-10001891,Furniture,Chairs,287.94
849,CA-2018-107503,1/1/2018 0:00,6/1/2018 0:00,Standard Class,GA-14725,Guy Armstrong,Consumer,Lorain,Ohio,East,FUR-FU-10003878,Furniture,Furnishings,48.896
850,CA-2015-107755,7/2/2015 0:00,12/2/2015 0:00,Standard Class,CK-12760,Cyma Kinney,Corporate,Linden,New Jersey,East,TEC-AC-10000710,Technology,Accessories,115.36
851,CA-2017-152534,6/20/2017 0:00,6/25/2017 0:00,Second Class,DP-13105,Dave Poirier,Corporate,Salinas,California,West,OFF-AR-10002335,Office Supplies,Art,5.16
852,CA-2017-152534,6/20/2017 0:00,6/25/2017 0:00,Second Class,DP-13105,Dave Poirier,Corporate,Salinas,California,West,OFF-PA-10001870,Office Supplies,Paper,38.88
853,CA-2017-113747,5/28/2017 0:00,4/6/2017 0:00,Standard Class,VD-21670,Valerie Dominguez,Consumer,Jackson,Mississippi,South,OFF-AR-10003373,Office Supplies,Art,185.88
854,CA-2017-123274,2/19/2017 0:00,2/24/2017 0:00,Standard Class,GT-14710,Greg Tran,Consumer,New York City,New York,East,FUR-FU-10004090,Furniture,Furnishings,44.46
855,CA-2017-123274,2/19/2017 0:00,2/24/2017 0:00,Standard Class,GT-14710,Greg Tran,Consumer,New York City,New York,East,OFF-ST-10000736,Office Supplies,Storage,242.94
856,CA-2015-125612,3/8/2015 0:00,8/8/2015 0:00,Standard Class,BK-11260,Berenike Kampe,Consumer,New York City,New York,East,OFF-PA-10001019,Office Supplies,Paper,39.96
857,CA-2015-125612,3/8/2015 0:00,8/8/2015 0:00,Standard Class,BK-11260,Berenike Kampe,Consumer,New York City,New York,East,OFF-SU-10002537,Office Supplies,Supplies,102.3
858,CA-2015-125612,3/8/2015 0:00,8/8/2015 0:00,Standard Class,BK-11260,Berenike Kampe,Consumer,New York City,New York,East,OFF-ST-10003221,Office Supplies,Storage,21.36
859,CA-2018-161984,10/4/2018 0:00,4/15/2018 0:00,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,New Brunswick,New Jersey,East,OFF-PA-10004569,Office Supplies,Paper,7.61
860,CA-2018-161984,10/4/2018 0:00,4/15/2018 0:00,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,New Brunswick,New Jersey,East,OFF-FA-10000624,Office Supplies,Fasteners,7.16
861,CA-2015-133851,9/6/2015 0:00,6/16/2015 0:00,Standard Class,CM-12445,Chuck Magee,Consumer,San Francisco,California,West,OFF-SU-10001225,Office Supplies,Supplies,7.36
862,CA-2015-133851,9/6/2015 0:00,6/16/2015 0:00,Standard Class,CM-12445,Chuck Magee,Consumer,San Francisco,California,West,OFF-AR-10003752,Office Supplies,Art,23.1
863,CA-2017-134474,5/1/2017 0:00,7/1/2017 0:00,Second Class,AJ-10795,Anthony Johnson,Corporate,Jacksonville,Florida,South,TEC-AC-10001714,Technology,Accessories,191.472
864,CA-2017-134474,5/1/2017 0:00,7/1/2017 0:00,Second Class,AJ-10795,Anthony Johnson,Corporate,Jacksonville,Florida,South,OFF-AR-10003958,Office Supplies,Art,5.248
865,CA-2017-134474,5/1/2017 0:00,7/1/2017 0:00,Second Class,AJ-10795,Anthony Johnson,Corporate,Jacksonville,Florida,South,TEC-PH-10002923,Technology,Phones,59.184
866,CA-2015-149020,10/1/2015 0:00,1/15/2015 0:00,Standard Class,AJ-10780,Anthony Jacobs,Corporate,Springfield,Virginia,South,OFF-LA-10004272,Office Supplies,Labels,2.89
867,CA-2015-149020,10/1/2015 0:00,1/15/2015 0:00,Standard Class,AJ-10780,Anthony Jacobs,Corporate,Springfield,Virginia,South,FUR-FU-10000965,Furniture,Furnishings,51.94
868,CA-2017-134362,9/29/2017 0:00,2/10/2017 0:00,First Class,LS-16945,Linda Southworth,Corporate,Philadelphia,Pennsylvania,East,OFF-LA-10004853,Office Supplies,Labels,15.936
869,CA-2015-136742,6/4/2015 0:00,10/4/2015 0:00,Standard Class,GP-14740,Guy Phonely,Corporate,Lancaster,Pennsylvania,East,OFF-BI-10003719,Office Supplies,Binders,44.91
870,CA-2017-158099,3/9/2017 0:00,5/9/2017 0:00,First Class,PK-18910,Paul Knutson,Home Office,Philadelphia,Pennsylvania,East,OFF-BI-10000545,Office Supplies,Binders,1141.47
871,CA-2017-158099,3/9/2017 0:00,5/9/2017 0:00,First Class,PK-18910,Paul Knutson,Home Office,Philadelphia,Pennsylvania,East,TEC-PH-10002496,Technology,Phones,280.782
872,CA-2016-131128,10/19/2016 0:00,10/20/2016 0:00,First Class,TB-21520,Tracy Blumstein,Consumer,Concord,New Hampshire,East,OFF-PA-10003591,Office Supplies,Paper,34.44
873,CA-2015-148488,10/12/2015 0:00,12/15/2015 0:00,Standard Class,SM-20005,Sally Matthias,Consumer,New York City,New York,East,OFF-PA-10004470,Office Supplies,Paper,11.36
874,CA-2015-148488,10/12/2015 0:00,12/15/2015 0:00,Standard Class,SM-20005,Sally Matthias,Consumer,New York City,New York,East,OFF-BI-10000315,Office Supplies,Binders,106.344
875,CA-2018-114636,8/25/2018 0:00,8/29/2018 0:00,Standard Class,GA-14725,Guy Armstrong,Consumer,Charlotte,North Carolina,South,OFF-PA-10001790,Office Supplies,Paper,192.16
876,CA-2017-116736,1/17/2017 0:00,1/21/2017 0:00,Standard Class,CC-12430,Chuck Clark,Home Office,Concord,New Hampshire,East,FUR-FU-10004017,Furniture,Furnishings,322.59
877,CA-2017-116736,1/17/2017 0:00,1/21/2017 0:00,Standard Class,CC-12430,Chuck Clark,Home Office,Concord,New Hampshire,East,TEC-AC-10003628,Technology,Accessories,29.99
878,CA-2017-116736,1/17/2017 0:00,1/21/2017 0:00,Standard Class,CC-12430,Chuck Clark,Home Office,Concord,New Hampshire,East,TEC-AC-10002049,Technology,Accessories,371.97
879,US-2015-158638,9/17/2015 0:00,9/21/2015 0:00,Standard Class,AG-10765,Anthony Garverick,Home Office,Philadelphia,Pennsylvania,East,OFF-BI-10003712,Office Supplies,Binders,5.892
880,CA-2018-111689,11/30/2018 0:00,2/12/2018 0:00,Second Class,HP-14815,Harold Pawlan,Home Office,New York City,New York,East,OFF-BI-10003984,Office Supplies,Binders,68.472
881,CA-2018-111689,11/30/2018 0:00,2/12/2018 0:00,Second Class,HP-14815,Harold Pawlan,Home Office,New York City,New York,East,FUR-CH-10004287,Furniture,Chairs,1242.9
882,CA-2016-129098,9/10/2016 0:00,10/13/2016 0:00,Standard Class,DK-13090,Dave Kipp,Consumer,Springfield,Virginia,South,OFF-ST-10001321,Office Supplies,Storage,30.84
883,US-2018-123463,12/23/2018 0:00,12/23/2018 0:00,Same Day,GZ-14470,Gary Zandusky,Consumer,San Francisco,California,West,OFF-AR-10001118,Office Supplies,Art,13.48
884,CA-2017-165148,10/22/2017 0:00,10/24/2017 0:00,First Class,PM-19135,Peter McVee,Home Office,Detroit,Michigan,Central,FUR-FU-10000732,Furniture,Furnishings,31.4
885,CA-2015-134061,4/29/2015 0:00,4/5/2015 0:00,Standard Class,LL-16840,Lauren Leatherbury,Consumer,Rochester,New York,East,FUR-FU-10001424,Furniture,Furnishings,17.46
886,CA-2016-143602,4/25/2016 0:00,4/28/2016 0:00,Second Class,JS-15595,Jill Stevenson,Corporate,Los Angeles,California,West,OFF-BI-10002071,Office Supplies,Binders,13.944
887,CA-2018-115364,6/26/2018 0:00,2/7/2018 0:00,Standard Class,OT-18730,Olvera Toch,Consumer,San Diego,California,West,OFF-ST-10002486,Office Supplies,Storage,83.76
888,CA-2018-150707,10/14/2018 0:00,10/19/2018 0:00,Standard Class,EL-13735,Ed Ludwig,Home Office,Columbia,Maryland,East,OFF-BI-10001078,Office Supplies,Binders,37.66
889,CA-2015-104976,9/12/2015 0:00,12/16/2015 0:00,Standard Class,CK-12760,Cyma Kinney,Corporate,San Francisco,California,West,OFF-PA-10003845,Office Supplies,Paper,34.68
890,CA-2018-132934,6/20/2018 0:00,6/26/2018 0:00,Standard Class,JE-15475,Jeremy Ellison,Consumer,New Rochelle,New York,East,TEC-AC-10000927,Technology,Accessories,149.95
891,CA-2018-132934,6/20/2018 0:00,6/26/2018 0:00,Standard Class,JE-15475,Jeremy Ellison,Consumer,New Rochelle,New York,East,OFF-BI-10001098,Office Supplies,Binders,51.312
892,CA-2018-133256,6/26/2018 0:00,6/27/2018 0:00,First Class,TH-21550,Tracy Hopkins,Home Office,Detroit,Michigan,Central,OFF-PA-10001622,Office Supplies,Paper,4.54
893,CA-2018-133256,6/26/2018 0:00,6/27/2018 0:00,First Class,TH-21550,Tracy Hopkins,Home Office,Detroit,Michigan,Central,OFF-AR-10003158,Office Supplies,Art,15.92
894,CA-2018-133256,6/26/2018 0:00,6/27/2018 0:00,First Class,TH-21550,Tracy Hopkins,Home Office,Detroit,Michigan,Central,TEC-PH-10002660,Technology,Phones,543.92
895,CA-2017-105494,10/11/2017 0:00,12/11/2017 0:00,First Class,PC-18745,Pamela Coakley,Corporate,San Francisco,California,West,OFF-ST-10002205,Office Supplies,Storage,155.82
896,CA-2017-105494,10/11/2017 0:00,12/11/2017 0:00,First Class,PC-18745,Pamela Coakley,Corporate,San Francisco,California,West,OFF-BI-10003364,Office Supplies,Binders,70.008
897,CA-2017-140634,3/10/2017 0:00,6/10/2017 0:00,Second Class,HL-15040,Hunter Lopez,Consumer,Houston,Texas,Central,OFF-EN-10001099,Office Supplies,Envelopes,15.648
898,CA-2015-144407,9/9/2015 0:00,9/15/2015 0:00,Standard Class,MS-17365,Maribeth Schnelling,Consumer,Detroit,Michigan,Central,OFF-LA-10003923,Office Supplies,Labels,103.6
899,CA-2018-160983,10/29/2018 0:00,10/31/2018 0:00,Second Class,GB-14530,George Bell,Corporate,Auburn,New York,East,OFF-PA-10002250,Office Supplies,Paper,46.96
900,US-2017-114622,10/4/2017 0:00,12/4/2017 0:00,First Class,JR-16210,Justin Ritter,Corporate,Springfield,Ohio,East,OFF-BI-10004716,Office Supplies,Binders,8.904
901,CA-2018-150959,11/11/2018 0:00,11/13/2018 0:00,First Class,TD-20995,Tamara Dahlen,Consumer,Garland,Texas,Central,OFF-LA-10001045,Office Supplies,Labels,10.44
902,CA-2018-150959,11/11/2018 0:00,11/13/2018 0:00,First Class,TD-20995,Tamara Dahlen,Consumer,Garland,Texas,Central,OFF-BI-10001510,Office Supplies,Binders,18.336
903,CA-2018-132353,9/15/2018 0:00,9/17/2018 0:00,First Class,DB-13060,Dave Brooks,Consumer,Chicago,Illinois,Central,TEC-PH-10004536,Technology,Phones,323.976
904,CA-2017-130477,8/4/2017 0:00,12/4/2017 0:00,Standard Class,LC-17140,Logan Currie,Consumer,Los Angeles,California,West,OFF-PA-10002947,Office Supplies,Paper,20.04
905,CA-2017-130477,8/4/2017 0:00,12/4/2017 0:00,Standard Class,LC-17140,Logan Currie,Consumer,Los Angeles,California,West,OFF-ST-10002583,Office Supplies,Storage,64.96
906,CA-2017-130477,8/4/2017 0:00,12/4/2017 0:00,Standard Class,LC-17140,Logan Currie,Consumer,Los Angeles,California,West,OFF-PA-10000019,Office Supplies,Paper,12.96
907,CA-2018-143259,12/30/2018 0:00,3/1/2019 0:00,Standard Class,PO-18865,Patrick O'Donnell,Consumer,New York City,New York,East,FUR-BO-10003441,Furniture,Bookcases,323.136
908,CA-2018-143259,12/30/2018 0:00,3/1/2019 0:00,Standard Class,PO-18865,Patrick O'Donnell,Consumer,New York City,New York,East,TEC-PH-10004774,Technology,Phones,90.93
909,CA-2018-143259,12/30/2018 0:00,3/1/2019 0:00,Standard Class,PO-18865,Patrick O'Donnell,Consumer,New York City,New York,East,OFF-BI-10003684,Office Supplies,Binders,52.776
910,CA-2018-137596,2/9/2018 0:00,7/9/2018 0:00,Standard Class,BE-11335,Bill Eplett,Home Office,Jackson,Michigan,Central,TEC-PH-10001494,Technology,Phones,1199.8
911,CA-2018-137596,2/9/2018 0:00,7/9/2018 0:00,Standard Class,BE-11335,Bill Eplett,Home Office,Jackson,Michigan,Central,TEC-AC-10004666,Technology,Accessories,1928.78
912,CA-2018-137596,2/9/2018 0:00,7/9/2018 0:00,Standard Class,BE-11335,Bill Eplett,Home Office,Jackson,Michigan,Central,OFF-ST-10003816,Office Supplies,Storage,352.38
913,CA-2016-133627,5/31/2016 0:00,7/6/2016 0:00,Standard Class,SC-20050,Sample Company A,Home Office,Norwich,Connecticut,East,FUR-FU-10001935,Furniture,Furnishings,22.2
914,CA-2018-102519,11/27/2018 0:00,11/29/2018 0:00,First Class,BM-11650,Brian Moss,Corporate,Milwaukee,Wisconsin,Central,FUR-FU-10004091,Furniture,Furnishings,46.94
915,CA-2018-102519,11/27/2018 0:00,11/29/2018 0:00,First Class,BM-11650,Brian Moss,Corporate,Milwaukee,Wisconsin,Central,TEC-AC-10001772,Technology,Accessories,143.73
916,US-2015-141215,6/15/2015 0:00,6/21/2015 0:00,Standard Class,KL-16555,Kelly Lampkin,Corporate,San Antonio,Texas,Central,FUR-TA-10001520,Furniture,Tables,99.918
917,US-2015-141215,6/15/2015 0:00,6/21/2015 0:00,Standard Class,KL-16555,Kelly Lampkin,Corporate,San Antonio,Texas,Central,FUR-CH-10003379,Furniture,Chairs,797.944
918,US-2015-141215,6/15/2015 0:00,6/21/2015 0:00,Standard Class,KL-16555,Kelly Lampkin,Corporate,San Antonio,Texas,Central,OFF-BI-10002706,Office Supplies,Binders,8.568
919,CA-2017-165218,5/3/2017 0:00,11/3/2017 0:00,Standard Class,RW-19630,Rob Williams,Corporate,Dallas,Texas,Central,OFF-EN-10000056,Office Supplies,Envelopes,149.352
920,CA-2017-165218,5/3/2017 0:00,11/3/2017 0:00,Standard Class,RW-19630,Rob Williams,Corporate,Dallas,Texas,Central,OFF-ST-10001558,Office Supplies,Storage,12.992
921,CA-2015-138296,5/12/2015 0:00,12/12/2015 0:00,Standard Class,RC-19825,Roy Collins,Consumer,Alexandria,Virginia,South,OFF-ST-10002444,Office Supplies,Storage,24.56
922,CA-2016-111164,11/4/2016 0:00,4/15/2016 0:00,Standard Class,SE-20110,Sanjit Engle,Consumer,New York City,New York,East,TEC-AC-10002473,Technology,Accessories,85.14
923,CA-2016-111164,11/4/2016 0:00,4/15/2016 0:00,Standard Class,SE-20110,Sanjit Engle,Consumer,New York City,New York,East,TEC-PH-10004531,Technology,Phones,21.99
924,CA-2016-111164,11/4/2016 0:00,4/15/2016 0:00,Standard Class,SE-20110,Sanjit Engle,Consumer,New York City,New York,East,OFF-AP-10004487,Office Supplies,Appliances,406.6
925,CA-2017-149797,9/15/2017 0:00,9/20/2017 0:00,Standard Class,AH-10075,Adam Hart,Corporate,New York City,New York,East,OFF-BI-10003650,Office Supplies,Binders,841.568
